"year","geo_id","crop_id","average_temperature","total_precipitation","co2_emmissions","crop_yield","extreme_weather_events","irrigation_access","pesticide","fertilizer","soil_health_index","adaptation_id","economic_impact"
"2014","36","5","3.87","2100.83","21.26","1.854","2","48.86","39.19","28.7","50.28","3","667.04"
"1992","34","7","22.48","1984.51","17.41","3.24","10","19.57","34.25","54.09","95.83","1","364.32"
"1998","15","6","30.58","1012.38","5.44","2.19","6","21.47","11.11","33.96","32.29","1","1020.92"
"2007","14","8","2.45","1546.62","14.04","1.03","8","30.07","28.39","44.84","41.05","5","339.89"
"2012","5","3","18.91","2850.46","2.53","3.71","2","64.96","32.34","44.53","38.37","4","1356.92"
"1998","35","3","-4.93","1724.02","28.93","1.287","8","61.56","31.43","42.03","37.27","1","316.54"
"2020","6","10","34.46","2569.18","24.14","1.278","8","65.59","33.08","53.22","52.94","1","540.15"
"2005","40","4","9.43","2908.45","29.26","2.241","1","74.76","37.46","47.36","86.16","3","381.39"
"1993","16","4","4.98","1948.77","5.7","1.37","0","88.3","14.54","47.5","91.42","1","578.72"
"2019","16","10","-0.71","306.88","26.2","2.322","5","65.08","42.3","46.03","99.94","2","710.88"
"2012","20","4","10.18","257.56","17.19","2.16","8","18.15","38.19","64.21","55.6","1","798.17"
"2006","11","4","10.83","2411.13","0.94","2.8","3","32.8","7.16","1.52","39.32","1","1311"
"2021","26","7","19.85","2218.29","6.89","1.8","8","72.93","36.85","39.35","77.33","5","685.8"
"2019","26","6","1.97","695.09","17.47","0.909","2","95.11","7.98","66.26","39.71","4","93.84"
"2005","4","9","15.68","693.99","10.13","2.36","10","71.89","28.99","86.34","87.56","4","728.26"
"2008","10","2","29.89","1064.1","23.37","1.044","5","89.47","6.45","9.21","30.94","1","494.54"
"1991","8","6","0.67","2640.75","3.89","2.28","0","15.9","22.27","9.59","84.18","4","425.6"
"2006","18","4","28.74","1777.73","2","1.33","3","57.86","23.89","2.5","59.57","1","146.71"
"1996","4","1","20.17","717.27","23.63","2.898","9","88.03","5.43","65.03","67.95","4","445.7"
"2017","3","9","5.31","2244.18","9.96","0.88","5","14.23","43.23","95.73","91.97","4","382.21"
"2005","17","3","26.09","2245.89","28.29","2.583","0","79.64","22.64","13.31","70.57","2","858.84"
"2016","40","5","14.49","1612.28","15.7","1.899","7","15.9","30.68","27.87","47.66","3","525.76"
"2016","18","9","18.65","2209.89","9.47","4.24","10","35.42","29.77","21.99","98.82","3","693.61"
"1993","23","6","31.11","1723.52","22.54","2.493","0","10.68","23.12","13.56","53.97","4","979.85"
"2001","39","10","21.67","1926.28","16.67","2.3040000000000003","10","19.44","21.03","60.58","33.22","5","1027.62"
"2022","22","9","5.63","2771.57","7.95","1.21","10","52.56","29.48","69.17","49.54","1","399.54"
"2005","1","6","24.89","1130.54","21.62","1.584","0","90.18","39.19","42.77","70.88","3","167.13"
"2010","29","1","32.82","1364.81","22.25","1.017","5","97.23","19.87","87.72","61.99","3","386.97"
"2000","6","2","17.51","2894.6","29.08","2.4120000000000004","7","93.38","31.12","43.07","66.41","2","819.53"
"1997","15","2","13.1","2119.79","29.3","1.998","4","88.39","29.36","36.45","37.99","1","957.37"
"1994","30","4","7.69","1938.23","23.71","0.8280000000000001","7","22.53","30.81","37.42","45.3","1","144.59"
"2017","2","9","27.66","294.61","9.59","3.042","9","30.78","24.09","45.04","84.71","4","326.48"
"2018","36","4","25.18","1554.67","2.67","2.51","10","61.14","36.63","31.6","89.7","3","1153.91"
"1991","10","4","8.34","321.45","21.2","1.089","5","95.09","29.38","66.44","63.73","4","299.77"
"2007","36","8","30.87","2296.47","28.38","2.07","8","43.06","49.54","76.16","32.39","1","947.39"
"2019","27","4","16.17","1257.26","2.25","4.16","1","24.43","22.61","65.74","53.07","2","826.81"
"2000","12","10","20.59","1924.51","19.53","2.232","8","93.34","21.68","61.7","35.02","3","470.28"
"1997","16","8","30.59","1774.94","21.31","1.827","1","73.48","22.87","44.33","96.72","4","198.29"
"2024","17","3","29.46","622.54","24.6","3.123","3","13.5","47.67","25.91","68.21","2","876.55"
"2007","23","4","9.25","707.41","14.58","1.1","10","94.58","31.77","98.69","81.96","3","217.33"
"1994","38","7","10.83","245.45","26.19","2.889","7","65.31","1.12","10.7","74.88","3","1300.23"
"2024","9","10","-1.25","1241.33","18","0.81","4","14.62","28.22","10.06","77.37","5","298.39"
"2006","1","5","26.96","1428.16","28.8","3.339","5","48.74","22.47","54.75","37.13","2","1391.46"
"2000","21","1","7.9","1298.19","27.76","1.08","10","68.11","28.96","57.51","60.82","4","154.11"
"2005","7","10","28.99","2047.8","20.8","2.97","3","14.2","46.8","84.21","69.76","2","466.52"
"2004","23","1","17.07","2067.76","1.52","4.71","2","48.64","44.39","31.51","39.38","2","1442.02"
"1998","9","2","18.85","660.44","3.61","4.4","10","55.02","37.57","84.85","61.01","5","2151.74"
"2024","7","5","28.05","2023.1","9.74","1.41","5","28.83","27.72","78.9","30.05","1","150.34"
"2021","27","4","20.07","1599.36","9.44","3.31","10","87.51","29.59","80.46","58.62","2","1528.75"
"1991","20","10","32.16","1009.82","17.19","2.169","0","28.25","25.74","95.7","31.49","1","768.26"
"1992","9","1","27.33","1899.37","18.23","1.872","8","94.77","23.65","46.93","75.9","1","613.81"
"2009","19","7","10.77","2192.91","8.79","4.94","4","32.95","47.22","32.16","47.08","2","1370.38"
"2000","31","9","32.98","1241.47","16.54","1.332","2","51.21","9.06","94.4","66.11","1","248.63"
"2011","34","1","20.77","273.13","26.41","1.899","10","23.26","41.95","84.43","87.39","4","778.6"
"2016","8","5","19.09","2395.8","29.02","4.284","9","32.23","16.78","23.81","59.9","2","1448.91"
"2010","12","9","21.3","2709.41","11.38","1.29","3","31.14","20.85","8.83","86.58","4","389.2"
"2009","11","9","28.48","2928.25","9.9","1.89","6","26.88","22.99","80.79","89.27","2","920.73"
"2011","19","4","8.97","907.99","2.91","2.08","4","63.61","21.98","62.03","52.36","2","236.26"
"2005","10","4","3.94","1742.62","12.3","0.61","6","47.97","19.31","44.08","38.96","4","83.22"
"2003","14","10","24.56","1646.46","29.5","0.846","7","33.53","48.71","21.31","93.4","2","358.39"
"2014","15","6","1.68","2840.06","16.42","1.845","7","57.57","44.25","73.97","52.98","4","582.63"
"1997","16","3","24.04","2190.64","9.73","3.74","0","50.61","14.53","4.28","54.6","1","1753.76"
"1992","27","1","17.63","1579.3","2.16","4.61","8","39.33","4.71","15.69","97.48","2","1532.2"
"2003","14","1","27.56","2243.46","1.07","1.79","5","58.7","15.72","33.13","91.69","3","363.92"
"2011","34","8","3.09","452.64","25.58","1.2060000000000002","1","52.07","34.92","24.35","60.26","3","215.36"
"1995","29","3","-1.95","327.95","25.58","1.134","0","70","8.57","6.48","52.76","4","173.96"
"1992","31","2","3.48","2033.66","28.47","1.287","0","53.24","24.41","40.44","45.84","1","459.91"
"2024","26","1","12.21","702.98","22.23","3.447","4","92.34","22.63","1.71","77.89","3","1513.48"
"1995","29","1","24.53","1743.85","7.25","3.42","7","42.47","43.63","88.77","98.33","4","1693.13"
"2012","8","3","23.62","2965.15","12.06","0.86","10","96.01","25.48","45.17","80.76","3","394.11"
"2022","9","3","2.99","920.3","15.94","0.918","9","63.62","4.56","42.69","41.47","1","204.1"
"1994","38","6","2.15","2485.02","10.18","1.96","2","67.54","16.38","1.32","72.98","1","703.87"
"2014","27","4","12.88","283.83","2.14","2.817","3","29.1","43.99","25.23","49.1","4","332.32"
"1993","35","8","1.67","591.47","17.82","1.836","3","40.36","21.29","30.83","48.47","4","671.32"
"1997","31","10","-0.89","1016.89","28.22","0.6930000000000001","10","80.7","31.91","7.26","67.28","3","216.7"
"2000","13","10","-0.2","914.54","7.41","2.58","9","81.46","5.26","5.49","43.47","2","358.64"
"1991","8","1","26.62","2189.72","24.16","2.43","9","79.66","7.56","60.74","74.22","4","920.24"
"2009","19","3","26.55","377.88","29.6","1.35","10","78.51","45.46","67.64","66.63","4","549.85"
"2020","26","4","28.51","263.07","29.05","1.809","6","15.68","14.19","3.08","97.36","3","710.79"
"1994","26","5","-2.43","2590.48","19.48","1.548","0","68.62","48.25","21.72","49.31","1","167.57"
"2008","2","7","3.94","2808.52","2.05","1.45","3","41.29","40.87","91.81","51.05","4","160.87"
"1996","28","3","1.72","1420.61","8.55","1.59","10","17.19","1.65","22.67","33.07","4","702.24"
"1999","29","3","32.1","2005.75","15.27","3.3120000000000003","2","53.81","12.65","14.95","55.95","2","972.72"
"2012","29","1","31.31","841.21","8.94","3.7","6","23.79","11.24","46.89","59.99","2","818.71"
"2004","12","9","8.95","748.37","3.23","2.86","1","51.69","19.25","27.82","32.94","5","553.72"
"2014","5","5","31.08","2375.34","27.85","1.8","5","60.6","8.79","44.68","72.04","3","496.73"
"1998","35","2","6.8","1519.02","15.46","2.601","10","65.98","6.01","63.98","37.44","5","523.14"
"2010","10","10","8.79","1433.71","26.41","1.557","8","11.69","38.76","87.34","42.17","1","394.32"
"2004","24","1","11.45","2844.72","6.63","2.93","7","97.3","23.05","77.89","41.69","4","455.98"
"2020","29","6","30.16","2526.4","1.18","3.89","7","23.93","29.9","83.68","72.99","1","1215.81"
"1995","18","10","6.54","373.13","18.53","1.575","7","46.6","0.9","29.25","95.19","4","191.33"
"1994","23","3","20.66","906.42","29.79","2.763","10","72.86","6.7","10.54","45.66","5","346.74"
"2024","32","6","8.3","1301.77","26.07","2.682","6","49.57","0.93","41.44","71.4","3","478.25"
"2018","32","6","1.99","365.94","26.9","0.549","4","12.82","23.92","1.32","63.45","3","222.3"
"1990","17","9","28.55","2401.14","23.49","1.404","1","64.74","9.71","75.58","80.06","2","383.42"
"1994","9","10","15.38","1752.64","26.41","2.934","0","65.66","5.61","62.03","40.48","4","418.52"
"2003","9","2","23.84","2867.72","0.79","2.65","10","33.73","43.28","50.77","59.26","5","278.28"
"2017","17","3","16.53","1394.6","21.58","2.9160000000000004","3","76.44","46.16","56.2","45.94","4","1122.53"
"2011","40","8","-4.74","2273.45","19.28","0.918","6","88.08","40.18","23.84","79.33","4","111.02"
"2017","36","6","1.74","2557.78","15.74","1.53","0","26.39","20.13","2.11","99.88","5","698.58"
"2016","37","7","12.22","1522.18","15.1","2.619","5","15.54","17.42","86.28","93.55","2","1015.42"
"2024","21","1","14.43","661.07","1.67","3.27","0","53.16","34.07","99.91","30.1","4","1191.56"
"2009","28","2","-1.38","759.25","17.79","0.7290000000000001","9","88.31","13.57","5.48","67.7","5","264.06"
"2021","21","8","-1.85","2842.03","9.72","2.34","9","70.14","25.6","45.67","68.09","2","1040.64"
"2020","5","1","12.64","631.91","11.96","2.95","4","50.4","48.55","69.32","33.41","5","1082.3"
"2001","32","7","19.42","2215.75","16.61","2.763","6","18.58","15.28","43.62","36.67","2","1041.16"
"2024","28","8","15.09","308.49","21.46","3.996","4","39.35","0.87","36.86","67.03","4","605.92"
"1994","13","4","8.47","2606.77","27.38","0.918","8","34.02","20.12","37.01","96.79","2","333.76"
"1997","8","2","1.11","570.44","9.61","1.17","7","27.55","39.18","38.06","61.41","5","193.2"
"2014","4","3","15.24","225.58","19.43","2.367","1","73.04","26.24","36.31","68.68","1","988.3"
"1991","21","8","12.23","824.98","4.36","2.7","10","15.5","28.93","85.26","35.16","1","1249.94"
"2020","34","9","16.82","2194.78","28.3","4.023","3","33.83","47.2","47.79","75.04","3","1935.23"
"2011","7","10","33.09","1367.1","8.03","3.02","10","40.55","23.82","41.39","97.38","1","1274.55"
"2008","40","4","18.1","261.62","17.45","1.7009999999999998","4","84.57","35.67","16.05","45.52","3","306.84"
"1994","9","3","34.85","1230.78","16.24","3.492","10","50.71","4.64","37.54","96.95","4","1647.97"
"1999","3","1","27.77","600.43","16.61","1.305","3","62.23","34.34","74.39","48.93","5","238.61"
"2002","22","6","20.42","2702.42","15.98","0.9","3","11.09","36.51","20.61","38.78","5","357.71"
"1993","32","8","14.25","1091.7","27.16","2.277","2","11.08","35.92","14.15","67.76","5","584.1"
"1998","15","9","7.49","2932.16","5.67","0.89","8","85.61","18.06","98.43","87.92","2","282.85"
"2020","15","3","9.52","1674.62","13.58","2.78","4","34.42","43.84","26.31","56.34","3","995.97"
"2002","20","10","-0.04","2486.09","17.53","1.683","4","96.6","36.46","97.56","47.13","1","559.03"
"1998","20","9","6.36","1371.18","17.36","1.2240000000000002","5","78.42","20.3","91.81","78.81","2","587.72"
"2022","22","1","34.92","1513.15","8.18","2.75","2","62.7","20.11","46.45","45.98","4","276.12"
"2017","21","1","8.97","2792.92","26.14","2.61","9","96.7","10.38","72.31","97.45","5","676.24"
"1994","34","10","32.55","1427.56","1.86","3.98","3","77.87","48.03","61.46","81.31","5","439.55"
"2009","33","8","5.59","2524.26","8.81","0.87","7","69.77","22.42","46.75","40.22","5","341.07"
"2006","11","7","5.9","2635.42","13.86","0.74","9","49.25","37.09","50.26","41.46","2","133.52"
"2020","18","9","18.27","2019.12","24.33","4.077","6","10.51","44.62","32.95","74.1","1","1274.22"
"2018","11","2","4.61","454.58","4.92","1.845","6","60.52","18.6","86.47","73.38","2","760.15"
"2010","11","9","26.48","256.05","2.89","2.727","8","35.74","42.96","40.99","82.37","1","938.71"
"2023","39","10","1.62","1367.54","24.22","0.8370000000000001","1","50.39","0.79","97.46","83.72","1","154.95"
"2006","40","3","17.64","1408.11","7.82","2.36","2","24.07","48.93","33.21","83.43","1","883.36"
"2018","39","4","24.64","389.33","5.06","1.791","1","66.98","13.77","25.99","86.79","4","730.73"
"1990","28","1","24.92","1166.81","29.29","3.123","0","30.38","6.43","80.73","31.81","1","669.52"
"2002","4","7","-3.94","2730.97","10.98","1.19","8","20.86","4.21","64.56","93.65","1","394.76"
"1999","4","10","22.98","760.02","15.3","2.196","7","24.1","45.61","81.12","36.72","1","383.49"
"1990","29","10","8.95","2106.57","21.24","1.107","4","80.18","5.48","44.52","75.12","3","461.73"
"1996","16","4","-3.35","644.16","23.25","1.755","8","23.83","33.25","78.24","85.7","4","480.48"
"2004","35","4","11.81","708.22","25.76","1.548","7","72.61","31.63","57.05","59.65","4","352.54"
"2004","8","4","15.8","1837.58","13.62","4.63","2","22.01","18.2","16.12","73.33","2","753.39"
"2011","5","2","13.72","854.35","18.42","1.773","0","56.56","40.75","9.5","93.13","5","204.15"
"2010","5","3","7.87","1955.66","3.34","1.09","3","34.03","42.85","78.72","42.06","3","149.83"
"1994","31","8","21.24","2897.47","2","3.48","4","78.94","28.97","95.22","32.25","1","537.68"
"1993","35","9","8.35","2881.35","5.24","1.85","6","82.51","23.94","85.27","43.42","5","357.91"
"2003","40","2","-4.03","345.64","21.14","1.962","9","36.47","26.92","75.03","79.44","1","215.84"
"2014","38","7","11.53","831.6","6.16","2.15","10","19.16","44.69","91.18","69.01","3","363.37"
"1999","26","9","7.01","1307.02","18.52","1.539","4","67.29","46.55","71.11","56","5","315.07"
"2005","13","3","25.86","533.16","17.62","2.592","3","93.51","44.32","44.18","41.86","5","659.75"
"2003","29","8","13.06","2969.17","18.14","2.502","7","27.38","9.74","19.21","53.89","3","870.37"
"2013","34","6","5.39","1543.32","10","1.55","10","33.06","32.33","23.71","62.26","5","194.85"
"2006","31","9","0.87","709.34","7.6","0.61","5","28.77","9.83","43.84","85.29","1","223.24"
"2016","12","8","11.85","1198.62","10.33","1.57","9","60.61","42.58","5.26","72.92","1","308.32"
"2007","23","2","16.65","1096.38","16.65","3.276","5","40.53","41.33","72.97","56.81","2","342.85"
"2001","40","7","17.38","1854.25","20.24","3.483","5","32.05","3.11","2.54","67.66","4","688.6"
"2009","34","7","23.6","2089.83","1.64","2.43","10","36.57","4.59","45.88","43.38","1","744.42"
"2024","5","1","3.06","503.92","2.13","2.62","4","76.56","33.41","25.71","59.29","2","1159.86"
"1995","27","9","-1.64","1510.62","17.38","1.476","1","69","8.79","72.33","36.41","1","458.78"
"2007","4","10","0.03","896.88","27.3","1.107","0","54.24","21.51","21.12","60.37","5","517.4"
"2017","11","6","7.81","782.2","26.45","1.503","1","72.81","15.77","10.11","69.97","4","501.25"
"2023","25","4","20.29","2991.6","26.44","2.4480000000000004","6","32.17","35.91","30.3","38.76","4","519.5"
"2001","9","7","12.1","2848.98","19.94","4.095","3","74.94","14.06","87.96","73.48","5","633.21"
"2021","32","10","22.39","2226.48","25.34","1.1700000000000002","8","71.22","24.25","19.33","65.62","2","462.63"
"1999","39","3","-1.8","2771.58","9.06","2.81","3","63.65","34.07","52.93","76.03","4","1086.69"
"2012","27","10","31.3","2827.54","24.97","1.944","10","40.23","47.69","5.05","56.72","1","604.39"
"2014","15","3","1.68","1643.44","4.25","0.57","1","98.08","38.58","78.29","71.42","4","126.31"
"2014","37","10","15.07","2651.99","26.42","4.086","1","12.54","27.54","43.83","87.84","4","1754.32"
"2017","14","4","33.95","742","9.21","2.49","2","11.99","12.52","46.69","67.42","2","521.95"
"2010","26","5","9.32","2742.42","4.77","1.73","2","15.79","1.66","60.99","76.23","4","451.33"
"1992","13","6","18.71","1899.71","23.95","3.636","0","61.17","34.94","26.83","79.22","5","1605.38"
"1997","33","1","0.14","1651.77","16.58","1.2060000000000002","4","51.78","22.73","46.63","32.9","2","546.03"
"1992","9","1","30.26","1943.98","9.13","3.22","2","99.28","23.8","74.34","54.04","2","1075.8"
"2021","3","8","19.66","2006.11","22.82","4.239","9","97.3","28.25","46.89","59.83","1","1679.76"
"2022","13","2","9.27","2693.18","11.8","1.03","0","53.81","43.08","87.12","75","3","111.38"
"2006","40","7","14.73","2178.38","11.45","3.07","8","83.65","19.78","71.39","64.1","5","1238.16"
"1996","20","10","15.62","2712.99","25.03","2.052","2","22.64","39.19","41.76","63.27","1","1018.54"
"2000","39","2","22.89","2105.99","20.63","1.872","6","21.98","19.69","37.89","90.69","4","764.95"
"2024","3","1","13.72","2667.58","28.66","4.311","3","47.67","30.69","10.51","40.95","3","791.97"
"1993","22","8","3.64","971.96","7.32","2.08","8","43.92","2.34","19.58","43.71","1","280.26"
"2020","21","4","14.17","272.87","20.75","2.718","2","31.15","21.87","84.75","95.27","2","292.14"
"1998","40","4","29.25","1104.77","25.22","1.035","7","23.13","30.95","55.39","66.73","1","502.41"
"2002","25","3","0.71","875.46","16.22","0.45","6","50.46","18.85","99.68","32.91","5","188.24"
"2021","2","4","15.02","2682.9","18.08","3.015","2","41.27","18.04","38.58","48.88","5","1299.21"
"2022","29","4","16.24","2154.34","25.81","3.249","9","17.52","15.96","52.66","97","4","1355.91"
"1998","6","10","8.42","678.13","1.92","0.51","4","44.03","6.65","0.41","76.05","5","158.99"
"2024","37","4","8.99","2470.9","12.98","0.78","4","70.91","0.06","8.82","97.97","5","145.12"
"2020","6","8","30.24","2682.37","25.69","0.9","5","77.18","43.62","91.7","93.14","3","408.72"
"1991","24","3","-2.36","1998.91","11.04","2.59","10","24.92","23.49","96.7","67.59","4","487.43"
"2007","29","7","2.04","2780.14","23.57","1.53","8","51.65","35.88","15.66","46.22","2","232.18"
"2001","35","9","26.86","315.35","8.55","1.971","3","26.19","31.43","89.6","49.29","4","723.38"
"2001","27","4","0.56","1578.55","18.7","0.621","5","47.23","45.05","92.2","46.02","1","287.99"
"2018","4","5","26.15","1212.41","28.53","0.8190000000000001","9","17.77","26.66","58.94","89.12","5","310.61"
"2015","16","6","24.41","1302.01","22.11","0.963","3","10.47","0.89","68.61","76.89","3","146.42"
"2000","17","5","-4.46","1091.29","8.55","0.6","6","64.86","21.67","58.09","82.68","3","129.85"
"1997","22","3","11.11","2849.94","23.77","2.3760000000000003","3","26.39","33.63","9.74","57.12","4","356.84"
"1996","16","4","5.86","453.23","0.76","0.855","5","60.71","47.96","57.53","36.12","5","362.45"
"2006","36","4","19.64","320.7","11.11","3.411","4","20.23","2.58","86.48","95.4","5","1619.23"
"2000","15","5","25.5","522.25","19.51","3.267","6","61.29","42.89","14.59","90.55","2","991.18"
"2023","12","3","25.97","1931.74","28.49","1.8","7","84.46","4.82","36.43","84.15","1","435.73"
"1990","36","9","3.54","2455.56","2.62","0.74","8","10.6","16.11","4.05","84.43","1","190.35"
"2012","33","6","15.7","305.61","8","3.0330000000000004","1","50.42","19.08","80.23","42.57","1","1256.61"
"2002","23","8","25.78","1592.06","3.26","1.41","1","85.47","38.31","22.5","96.58","2","472.79"
"1995","29","10","22.2","2812.06","11.01","2.89","7","49.05","48.01","42.69","69.33","4","591.34"
"2015","5","10","4.56","2965.15","26.61","2.4120000000000004","0","50.78","40.47","99.05","85.31","5","884.27"
"2013","7","9","14.36","1002.97","28.56","3.267","3","38.2","16.91","42.22","40.84","3","815.3"
"2010","15","1","14.44","2512.55","3.01","1.99","6","33.54","40.96","55.19","93.17","5","992.94"
"2011","6","4","30.2","850.68","3.09","3.27","10","27.7","4.43","15.19","79.93","4","469.07"
"2002","17","2","25.35","530.53","15.22","2.3400000000000003","1","74.88","18.49","87.44","90.49","1","745.26"
"2004","33","8","33.71","1860.36","6.18","2.96","10","56.22","38.56","45.88","41.32","2","586.14"
"2008","4","10","34.65","2955.67","25.36","2.16","8","65","45.65","84.78","37.01","2","216.06"
"2005","38","5","16.32","1881.27","9.73","2.17","2","72.13","14.99","95.19","37.32","1","758.16"
"1996","27","8","26.48","1311.23","28.33","1.548","7","45.17","6.7","69","86.85","1","565.19"
"2022","14","5","10.75","2797.92","7.91","4.07","4","31.55","1.73","41.72","44.84","1","1055.74"
"2012","26","4","26.39","1462.44","17.49","3.519","9","24.68","38.73","48.35","48.41","2","572.22"
"1992","37","10","8.88","1192.25","6.36","1.26","10","56.74","20.02","64.83","74.72","4","332.31"
"2020","21","4","11.5","2303.03","18.31","1.926","0","36.76","19.56","13.89","30.88","1","374.87"
"2015","15","3","9.39","2734.87","22.49","1.953","4","28.19","16.02","13.21","54.47","4","724.62"
"1991","23","9","0.16","1377.55","1.92","2.88","6","27.14","4.58","76.14","84.86","1","1024.14"
"1996","33","4","9.86","1783.49","7.91","2.77","6","18.27","13.05","37.79","86.17","5","1235.66"
"1996","22","6","6.51","1478.18","24.77","1.872","9","92.04","8.44","83.58","73.81","4","726.16"
"1996","25","8","25.54","1283.34","25.78","2.8800000000000003","5","71.44","18.86","51.9","85.91","1","607.61"
"1992","7","9","17.77","2650.18","17.3","2.115","1","15.03","35.49","4.01","33.92","3","913.08"
"2023","15","10","31.84","2627.88","11.57","1.43","10","18.08","25.29","84.53","63.72","3","174"
"1995","39","4","25.35","2437.51","18.35","3.42","9","49.71","49.27","11.56","44.49","1","1369.37"
"1990","4","2","25.91","2293.19","10.26","3.75","3","52.32","40.8","94.13","66.07","4","1437.92"
"2009","8","8","28.35","755.63","19.6","1.305","2","53.19","20.1","33.58","96.61","1","624.97"
"2022","32","8","2.1","2081.57","19.67","0.954","4","65.29","15.62","25.12","47.35","5","208.83"
"2013","15","10","9.07","1421.92","29.73","1.4580000000000002","6","64.35","33.94","57.3","56.32","4","162.86"
"2001","31","10","12.86","920.44","25.23","2.3760000000000003","7","96.43","15.84","67.06","41.07","1","457.72"
"1994","18","5","-0.12","1967.48","23.88","2.043","0","38.98","34.24","69.09","50.78","3","746.34"
"1994","40","7","26.89","1224.77","13.4","2.72","1","57.63","48.35","52.72","84.73","3","822.85"
"2020","3","9","22.41","2078.55","23.09","1.4220000000000002","4","64.2","28.29","8.04","68.64","3","241.13"
"2008","36","6","2.74","1654.26","18.76","2.475","7","76.13","41.34","71.6","89.07","2","1086.17"
"2020","14","2","28.96","1654.13","16.39","1.098","0","90.47","29.82","76.67","70.68","2","399.37"
"1999","31","5","27.01","1161.47","20.91","2.754","2","47.2","47.28","54.68","96.58","3","1192.53"
"2022","26","8","34.5","2445.98","19.7","1.098","7","22.33","22.54","69.07","45.82","3","117.98"
"1992","37","7","-1.55","2055.87","23.03","1.296","4","68.85","23.94","64.58","59.86","3","139.73"
"2014","2","6","33.2","2140.85","0.89","2.86","7","14.14","0.24","83.81","37.98","2","983.05"
"1990","38","8","20.48","373.29","12.03","3.042","6","60.14","44.58","4.04","60.59","5","580.2"
"2013","36","2","15.45","2120.38","6.21","3.02","10","68.01","30.82","66.37","37.21","2","447.46"
"2018","15","5","31.41","535.79","23.11","0.999","4","18.33","32.51","87.92","38.37","4","327.18"
"2003","38","3","-4.97","805.11","4.7","1.2","9","93.08","39.23","83.28","50.71","3","405.89"
"1993","24","4","0.99","2753.38","15.59","0.936","1","82.97","29.9","20.67","78.98","3","128.13"
"2005","23","4","3.92","536.91","21.8","1.737","0","91.22","24.82","67.18","58.82","2","686.39"
"2019","18","5","21.61","508.5","12.23","1.16","2","11.06","35.99","87.06","34.93","4","405.47"
"2024","21","4","5.04","2890.51","20.01","1.098","8","78.87","8.27","28.64","79.38","1","373.87"
"2007","32","6","19.74","2729.88","13.38","3.43","1","65.1","16.03","56.65","56.38","3","393.09"
"2008","5","2","28.39","1321.79","9.12","3.79","2","89.43","46.7","75.2","59.47","2","419.28"
"2002","36","8","11.93","1626.83","29.86","4.383","7","24.72","21.49","90.12","35.34","2","2033.36"
"1999","35","3","9.03","1763.49","17.53","1.476","8","42.56","35.9","78.97","74.59","1","736.3"
"2022","14","8","32.44","1377.79","25.37","3.33","3","72.8","48.66","6.76","81.7","1","1189.99"
"1993","22","5","34.62","326.46","7.58","0.864","8","29.88","5.4","52.94","51.37","3","352.26"
"2007","7","5","29.19","1290.67","3.26","2.5","3","49.75","23.7","50.41","88.56","1","605.04"
"1990","34","8","3.09","2909.45","2.61","1.54","10","17.68","46.88","61.85","90.84","4","543.12"
"2011","16","3","27.98","2103.25","19.85","2.124","3","67.55","18.97","24.41","35.89","3","498.18"
"1993","11","6","19.22","2835.77","16.41","1.989","3","97.54","26.05","29.54","79.59","4","752.04"
"2010","7","8","10.84","2648.4","22.17","3.186","1","59.95","24.22","0.6","99.64","4","1147.23"
"2004","32","8","28.24","380.48","28.48","2.277","2","79.25","15.1","48.6","48.9","2","335.86"
"2024","9","8","23.91","1806.7","1.43","2.69","0","26.61","20.94","11.07","94.81","5","757.02"
"2022","36","8","-3.22","2423.12","10.62","2.61","8","30.23","31.55","65.29","93.92","1","899.89"
"2006","31","7","5.56","1210.16","2.4","2.62","1","86.19","40.93","43.37","32.39","3","556.33"
"2010","16","6","30.68","1464.77","6.45","1.99","0","24.88","19.63","21.58","46.29","4","507.16"
"2001","33","10","10.39","325.77","25.09","3.564","5","31.07","26","91.89","45.64","3","1407.2"
"1997","24","7","19.18","2336.05","3.63","1.59","6","67.74","24.69","93.71","48.96","4","731.97"
"2016","36","5","-4.58","1718.73","9.48","2.39","9","85.36","43.73","82.03","60.19","2","1123.09"
"2001","24","7","24.23","2258.72","28.94","2.619","2","57.46","27.4","91","62.01","3","444.94"
"2020","12","10","9.15","369.83","29.78","0.954","4","77.49","1.55","24.81","56.65","1","447.37"
"2006","36","2","17.82","803.58","13.17","3.64","8","29.12","11.16","54.49","69.66","4","397.24"
"2022","22","10","9.22","1199.89","12.11","1.16","6","61.92","43.99","45.64","53.72","5","117.95"
"1999","26","6","13.68","883.29","7.9","4.36","0","21.15","7.23","86.96","86.15","2","1011.61"
"2013","29","5","33.17","2246.09","21.13","2.9250000000000003","5","82.22","9.34","46.4","32.47","5","1184.41"
"2005","19","1","17.49","1140.18","14.62","3.65","1","38.51","46.44","83.38","75.03","4","728.74"
"1992","9","10","1.9","2362.82","28.11","0.7290000000000001","3","70.47","12.62","32","32.05","2","136.41"
"2022","38","6","12.91","1696.77","13.58","3.15","8","49.15","19.22","97.03","70.23","5","988.95"
"1993","26","1","27.12","1333.29","24.6","3.249","6","38.74","26.44","7.48","87.82","3","647.26"
"1997","3","1","33.43","2860.32","28.47","2.25","3","67.59","25.26","30.78","87.92","3","963.59"
"1992","12","7","-2.57","825.72","13.54","0.54","0","41.54","26.07","38.58","69.49","2","171.72"
